Investment_ID,Client_ID,Type_Client,Account_ID,Investment_Type,Investment_Amount,Current_Value,Interest_Rate,Start_Date,Maturity_Date,Risk_Level,Status,Created_At,Updated_At
1334,1116,Individual,2272,Fondo Renta Fija,23662.78,25482.66,2.5,2020-02-02,2023-02-02,Baja,Vencido,2020-01-29 21:01:16,2025-02-09 22:48:46
1335,1118,Empresa,2277,Fondo Renta Variable,82568.49,92249.76,5.0,2023-02-09,2028-02-09,Media,Activo,2023-02-03 01:20:27,2023-03-20 14:28:39
1336,1120,Empresa,2280,Depósito a Plazo,6904.05,6987.07,1.2,2023-04-11,2024-04-11,Baja,Vencido,2023-04-10 09:37:56,2024-03-18 23:17:14
1337,1123,Individual,2286,Depósito a Plazo,13992.55,14160.81,1.2,2023-07-28,2024-07-28,Baja,Vencido,2023-07-24 09:47:25,2024-09-01 23:41:59
1338,1123,Individual,2286,Depósito a Plazo,7545.84,7636.33,1.2,2022-06-13,2023-06-13,Baja,Vencido,2022-06-10 22:29:51,2024-03-30 11:58:17
1339,1123,Individual,2287,Fondo Renta Variable,14664.36,18715.23,5.0,2020-03-05,2025-03-05,Media,Vencido,2020-03-02 23:51:09,2021-04-29 11:02:26
1340,1123,Individual,2286,Fondo Renta Variable,93836.35,102430.13,5.0,2023-08-02,2028-08-02,Media,Activo,2023-07-28 15:19:10,2023-10-08 14:41:22
1341,1125,Individual,2290,Fondo Renta Fija,16917.32,17608.12,2.5,2023-10-05,2026-10-05,Baja,Activo,2023-09-29 00:18:46,2024-04-08 00:30:51
1342,1125,Individual,2290,Fondo Renta Fija,15711.17,16919.5,2.5,2022-05-16,2025-05-16,Baja,Vencido,2022-05-12 05:55:59,2024-06-05 10:31:52
1343,1126,Individual,2292,Fondo Renta Fija,44279.44,47684.92,2.5,2020-02-01,2023-02-01,Baja,Vencido,2020-01-30 17:32:59,2023-04-29 06:15:12
1344,1127,Individual,2293,Fondo Renta Variable,51768.33,60614.66,5.0,2022-02-23,2027-02-23,Media,Activo,2022-02-22 19:27:22,2022-03-31 03:02:24
1345,1129,Empresa,2295,Fondo Renta Variable,32534.33,38303.1,5.0,2022-01-13,2027-01-13,Media,Activo,2022-01-12 06:57:04,2024-08-24 15:40:59
1346,1130,Individual,2298,Depósito a Plazo,8386.51,8487.08,1.2,2022-10-18,2023-10-18,Baja,Vencido,2022-10-17 06:03:04,2025-01-31 00:14:40
1347,1131,Individual,2300,Depósito a Plazo,2785.26,2800.13,1.2,2024-12-07,2025-12-07,Baja,Activo,2024-12-02 17:16:06,2025-03-06 01:26:04
1348,1132,Individual,2301,Fondo Renta Variable,69169.75,81325.76,5.0,2022-01-23,2027-01-23,Media,Activo,2022-01-18 00:51:30,2022-10-24 09:20:45
1349,1133,Individual,2304,Depósito a Plazo,16487.52,16685.23,1.2,2021-01-29,2022-01-29,Baja,Vencido,2021-01-27 08:59:15,2021-10-29 08:29:57
1350,1133,Individual,2304,Fondo Renta Variable,17068.24,21748.26,5.0,2020-05-31,2025-05-31,Media,Activo,2020-05-29 11:11:14,2023-05-10 03:11:47
1351,1134,Individual,2307,Depósito a Plazo,4765.2,4822.34,1.2,2021-01-25,2022-01-25,Baja,Vencido,2021-01-22 04:50:51,2024-02-20 13:50:46
1352,1134,Individual,2309,Depósito a Plazo,6393.37,6470.04,1.2,2020-09-27,2021-09-27,Baja,Vencido,2020-09-22 02:40:13,2021-08-04 03:24:42
1353,1139,Individual,2318,Fondo Renta Fija,8304.24,8747.97,2.5,2023-04-10,2026-04-10,Baja,Activo,2023-04-07 02:32:13,2023-11-10 21:15:33
1354,1140,Individual,2319,Fondo Renta Fija,17518.42,18633.78,2.5,2022-11-18,2025-11-18,Baja,Activo,2022-11-11 05:11:38,2023-05-15 21:47:28
1355,1140,Individual,2320,Fondo Renta Fija,20019.61,21557.84,2.5,2020-05-18,2023-05-18,Baja,Vencido,2020-05-17 07:51:14,2021-07-27 03:53:02
1356,1141,Individual,2321,Depósito a Plazo,827.71,837.66,1.2,2023-08-04,2024-08-04,Baja,Vencido,2023-08-01 13:28:38,2024-10-07 01:02:37
1357,1142,Empresa,2324,Fondo Renta Fija,24108.16,25208.2,2.5,2023-07-29,2026-07-29,Baja,Activo,2023-07-25 05:17:58,2024-06-23 02:23:55
1358,1143,Individual,2326,Depósito a Plazo,16171.2,16365.12,1.2,2021-04-05,2022-04-05,Baja,Vencido,2021-04-02 12:45:05,2023-12-18 20:32:24
1359,1143,Individual,2327,Fondo Renta Fija,44255.36,45594.64,2.5,2024-03-04,2027-03-04,Baja,Activo,2024-03-03 03:54:19,2024-08-22 08:38:08
1360,1143,Individual,2327,Fondo Renta Fija,12248.21,12544.02,2.5,2024-05-31,2027-05-31,Baja,Activo,2024-05-26 04:38:34,2025-02-19 14:14:13
1361,1144,Empresa,2328,Depósito a Plazo,8566.59,8669.32,1.2,2021-05-04,2022-05-04,Baja,Vencido,2021-04-27 13:19:12,2023-01-05 11:08:24
1362,1145,Individual,2330,Fondo Renta Variable,73188.54,83046.92,5.0,2022-10-16,2027-10-16,Media,Activo,2022-10-15 16:09:08,2025-01-24 22:03:17
1363,1147,Individual,2334,Fondo Renta Fija,24968.15,26888.42,2.5,2022-01-26,2025-01-26,Baja,Vencido,2022-01-25 23:10:01,2025-02-25 02:54:15
1364,1148,Individual,2335,Fondo Renta Fija,35993.34,38417.18,2.5,2022-09-28,2025-09-28,Baja,Activo,2022-09-26 23:00:42,2023-12-25 17:10:03
1365,1149,Individual,2338,Fondo Renta Fija,19506.52,19544.8,2.5,2025-04-20,2028-04-20,Baja,Activo,2025-04-13 11:40:58,2025-05-02 22:49:28
1366,1150,Empresa,2339,Fondo Renta Variable,81462.84,86810.81,5.0,2024-01-29,2029-01-29,Media,Activo,2024-01-27 14:06:49,2025-02-15 00:37:04
1367,1150,Empresa,2339,Fondo Renta Variable,63138.26,66996.24,5.0,2024-03-01,2029-03-01,Media,Activo,2024-02-25 18:15:16,2024-05-15 18:56:25
1368,1150,Empresa,2339,Depósito a Plazo,14059.91,14228.98,1.2,2023-11-29,2024-11-29,Baja,Vencido,2023-11-22 19:45:04,2024-10-11 19:58:10
1369,1150,Empresa,2339,Fondo Renta Variable,27004.41,33780.39,5.0,2020-10-16,2025-10-16,Media,Activo,2020-10-11 12:47:35,2023-07-06 05:56:56
1370,1150,Empresa,2339,Fondo Renta Variable,98066.36,102513.35,5.0,2024-06-21,2029-06-21,Media,Activo,2024-06-16 02:25:43,2025-05-04 20:10:58
1371,1152,Individual,2345,Fondo Renta Variable,55153.05,65210.57,5.0,2021-12-12,2026-12-12,Media,Activo,2021-12-06 09:57:00,2022-07-07 07:09:53
1372,1152,Individual,2344,Fondo Renta Variable,33642.98,40033.87,5.0,2021-10-25,2026-10-25,Media,Activo,2021-10-24 13:37:48,2022-12-03 23:59:43
1373,1153,Individual,2346,Depósito a Plazo,14470.05,14643.57,1.2,2021-02-19,2022-02-19,Baja,Vencido,2021-02-12 12:12:12,2023-08-26 11:06:22
1374,1154,Individual,2350,Fondo Renta Variable,7506.26,7777.77,5.0,2024-08-26,2029-08-26,Media,Activo,2024-08-24 15:13:15,2025-04-22 22:37:46
1375,1155,Individual,2352,Depósito a Plazo,12154.59,12188.38,1.2,2025-02-23,2026-02-23,Baja,Activo,2025-02-19 04:42:35,2025-02-23 15:37:50
1376,1157,Individual,2356,Depósito a Plazo,14355.1,14434.08,1.2,2024-12-02,2025-12-02,Baja,Activo,2024-11-27 08:40:05,2024-11-30 08:50:31
1377,1159,Individual,2359,Fondo Renta Fija,15289.11,16463.86,2.5,2020-06-04,2023-06-04,Baja,Vencido,2020-05-29 13:58:04,2024-12-20 20:03:43
1378,1159,Individual,2360,Fondo Renta Fija,41507.18,44602.85,2.5,2022-06-20,2025-06-20,Baja,Activo,2022-06-13 08:55:53,2023-11-17 02:24:58
1379,1160,Individual,2361,Fondo Renta Fija,48230.14,49898.42,2.5,2024-01-02,2027-01-02,Baja,Activo,2023-12-26 21:48:15,2024-09-19 08:53:01
1380,1160,Individual,2361,Fondo Renta Fija,19654.13,20027.0,2.5,2024-08-14,2027-08-14,Baja,Activo,2024-08-13 16:37:45,2025-05-08 17:05:50
1381,1160,Individual,2361,Fondo Renta Fija,11472.57,11498.97,2.5,2025-04-15,2028-04-15,Baja,Activo,2025-04-10 14:08:08,2025-04-12 19:08:35
1382,1161,Empresa,2362,Depósito a Plazo,9745.26,9862.12,1.2,2022-01-09,2023-01-09,Baja,Vencido,2022-01-08 07:23:46,2024-04-14 23:30:43
1383,1162,Individual,2366,Depósito a Plazo,16822.95,17024.69,1.2,2022-02-28,2023-02-28,Baja,Vencido,2022-02-25 02:29:09,2022-08-30 07:49:36
1384,1163,Individual,2367,Fondo Renta Fija,16142.47,16501.07,2.5,2024-06-28,2027-06-28,Baja,Activo,2024-06-22 13:44:33,2025-04-03 09:06:32
1385,1163,Individual,2368,Fondo Renta Fija,32096.94,33097.35,2.5,2024-02-20,2027-02-20,Baja,Activo,2024-02-15 13:44:12,2024-03-09 05:06:20
1386,1165,Individual,2372,Depósito a Plazo,16413.23,16610.05,1.2,2022-05-13,2023-05-13,Baja,Vencido,2022-05-09 09:07:58,2024-02-24 04:17:22
1387,1165,Individual,2373,Fondo Renta Variable,36971.06,44218.04,5.0,2021-09-17,2026-09-17,Media,Activo,2021-09-10 08:12:48,2025-03-18 15:10:39
1388,1167,Individual,2375,Fondo Renta Fija,28933.43,31156.56,2.5,2020-05-14,2023-05-14,Baja,Vencido,2020-05-10 05:05:20,2022-12-03 04:25:06
1389,1168,Individual,2377,Depósito a Plazo,14708.43,14885.3,1.2,2024-02-20,2025-02-20,Baja,Vencido,2024-02-17 23:32:15,2024-12-21 16:26:41
1390,1168,Individual,2377,Fondo Renta Fija,4445.86,4668.25,2.5,2023-05-28,2026-05-28,Baja,Activo,2023-05-27 12:02:30,2023-07-01 14:47:09
1391,1170,Individual,2381,Fondo Renta Variable,33059.05,40991.28,5.0,2020-12-21,2025-12-21,Media,Activo,2020-12-18 11:02:55,2023-02-15 08:53:40
1392,1171,Individual,2382,Depósito a Plazo,15822.06,16012.32,1.2,2023-10-13,2024-10-13,Baja,Vencido,2023-10-09 12:05:58,2024-03-31 00:51:23
1393,1171,Individual,2382,Fondo Renta Fija,44152.67,45642.87,2.5,2024-01-14,2027-01-14,Baja,Activo,2024-01-09 16:31:52,2024-07-29 08:19:12
1394,1174,Individual,2386,Fondo Renta Fija,26713.72,28768.24,2.5,2021-08-09,2024-08-09,Baja,Vencido,2021-08-02 11:45:49,2022-06-06 07:36:22
1395,1174,Individual,2387,Fondo Renta Variable,91285.18,103636.5,5.0,2022-10-12,2027-10-12,Media,Activo,2022-10-08 11:17:20,2023-01-11 09:17:27
1396,1175,Individual,2389,Fondo Renta Fija,43447.39,45958.11,2.5,2023-02-08,2026-02-08,Baja,Activo,2023-02-05 02:09:47,2025-02-28 08:16:52
1397,1176,Individual,2392,Fondo Renta Variable,85017.13,86946.61,5.0,2024-12-02,2029-12-02,Media,Activo,2024-11-27 13:46:03,2025-03-03 05:41:25
1398,1177,Individual,2393,Fondo Renta Fija,20186.18,21709.3,2.5,2022-06-08,2025-06-08,Baja,Activo,2022-06-05 18:46:37,2023-08-29 16:32:36
1399,1177,Individual,2393,Depósito a Plazo,16556.24,16754.78,1.2,2020-06-16,2021-06-16,Baja,Vencido,2020-06-09 15:40:05,2022-11-06 01:16:00
1400,1177,Individual,2393,Depósito a Plazo,10274.57,10397.78,1.2,2022-10-09,2023-10-09,Baja,Vencido,2022-10-04 07:23:14,2023-08-24 03:24:39
1401,1177,Individual,2393,Fondo Renta Variable,5031.02,5139.02,5.0,2024-12-11,2029-12-11,Media,Activo,2024-12-04 10:06:16,2025-03-12 04:58:53
1402,1177,Individual,2393,Depósito a Plazo,6386.83,6463.42,1.2,2021-03-19,2022-03-19,Baja,Vencido,2021-03-17 00:42:53,2025-02-04 15:57:59
1403,1179,Empresa,2396,Depósito a Plazo,2529.08,2559.49,1.2,2020-02-13,2021-02-13,Baja,Vencido,2020-02-08 23:09:14,2024-01-12 21:23:24
1404,1179,Empresa,2396,Fondo Renta Fija,25647.77,27618.44,2.5,2020-04-03,2023-04-03,Baja,Vencido,2020-04-02 19:02:18,2020-08-27 11:15:09
1405,1180,Individual,2398,Fondo Renta Fija,46036.13,48821.71,2.5,2023-01-01,2026-01-01,Baja,Activo,2022-12-31 13:42:52,2023-09-13 14:22:02
1406,1180,Individual,2397,Depósito a Plazo,10901.97,11032.7,1.2,2022-11-22,2023-11-22,Baja,Vencido,2022-11-20 07:56:54,2023-06-15 07:44:09
1407,1181,Empresa,2400,Fondo Renta Variable,17521.02,20218.53,5.0,2022-06-12,2027-06-12,Media,Activo,2022-06-09 10:50:05,2024-08-24 23:04:41
1408,1181,Empresa,2401,Fondo Renta Variable,66202.87,72005.73,5.0,2023-08-29,2028-08-29,Media,Activo,2023-08-25 21:44:07,2024-04-22 17:56:03
1409,1183,Empresa,2403,Depósito a Plazo,2939.85,2945.9,1.2,2025-03-17,2026-03-17,Baja,Activo,2025-03-13 05:49:24,2025-05-02 06:31:44
1410,1183,Empresa,2404,Fondo Renta Variable,73910.72,79407.31,5.0,2023-11-29,2028-11-29,Media,Activo,2023-11-26 07:56:58,2024-08-19 02:44:36
1411,1186,Individual,2409,Fondo Renta Variable,10676.82,10696.81,5.0,2025-05-05,2030-05-05,Media,Activo,2025-04-30 10:03:55,2025-05-08 16:42:51
1412,1187,Individual,2410,Depósito a Plazo,14573.78,14619.07,1.2,2025-02-13,2026-02-13,Baja,Activo,2025-02-10 22:57:50,2025-02-21 20:27:51
1413,1188,Individual,2412,Depósito a Plazo,10046.53,10167.01,1.2,2020-06-27,2021-06-27,Baja,Vencido,2020-06-23 07:44:27,2020-09-28 17:09:37
1414,1188,Individual,2413,Fondo Renta Variable,31227.17,31260.56,5.0,2025-05-11,2030-05-11,Media,Activo,2025-05-05 17:10:20,2025-05-13 08:29:28
1415,1190,Individual,2416,Fondo Renta Fija,31933.99,34227.64,2.5,2022-07-28,2025-07-28,Baja,Activo,2022-07-21 18:50:06,2023-07-01 15:11:27
1416,1191,Individual,2417,Fondo Renta Variable,46574.99,48557.11,5.0,2024-07-11,2029-07-11,Media,Activo,2024-07-05 02:03:14,2024-10-11 10:45:04
1417,1191,Individual,2417,Depósito a Plazo,9463.53,9577.33,1.2,2023-11-07,2024-11-07,Baja,Vencido,2023-11-05 10:27:54,2024-06-01 12:59:34
1418,1192,Empresa,2418,Depósito a Plazo,19555.46,19762.84,1.2,2024-06-30,2025-06-30,Baja,Activo,2024-06-26 14:04:03,2025-03-04 04:18:47
1419,1192,Empresa,2418,Fondo Renta Variable,66515.61,67852.76,5.0,2024-12-21,2029-12-21,Media,Activo,2024-12-19 14:18:27,2025-04-07 18:58:41
1420,1194,Individual,2425,Depósito a Plazo,18936.39,19163.47,1.2,2020-09-03,2021-09-03,Baja,Vencido,2020-09-01 00:27:49,2024-02-10 07:00:59
1421,1195,Individual,2427,Depósito a Plazo,13713.54,13832.74,1.2,2024-08-27,2025-08-27,Baja,Activo,2024-08-23 07:40:36,2024-12-17 14:58:15
1422,1196,Individual,2428,Fondo Renta Variable,9336.26,11915.3,5.0,2020-04-17,2025-04-17,Media,Vencido,2020-04-11 03:02:17,2022-05-29 08:35:00
1423,1197,Individual,2430,Fondo Renta Fija,47418.95,50677.26,2.5,2022-09-09,2025-09-09,Baja,Activo,2022-09-05 13:01:43,2023-03-16 14:11:18
1424,1198,Individual,2431,Depósito a Plazo,8865.61,8972.22,1.2,2020-02-06,2021-02-06,Baja,Vencido,2020-01-30 16:59:12,2023-11-27 09:39:19
1425,1199,Empresa,2434,Depósito a Plazo,8242.15,8340.99,1.2,2024-05-07,2025-05-07,Baja,Vencido,2024-05-01 20:47:00,2024-07-31 20:15:37
1426,1200,Individual,2436,Fondo Renta Variable,11425.43,12052.52,5.0,2024-04-14,2029-04-14,Media,Activo,2024-04-13 05:53:40,2024-10-28 10:22:36
1427,1201,Empresa,2438,Fondo Renta Variable,57091.43,65172.13,5.0,2022-09-01,2027-09-01,Media,Activo,2022-08-29 09:01:45,2024-12-13 23:05:23
1428,1201,Empresa,2437,Fondo Renta Variable,75629.89,80122.62,5.0,2024-03-13,2029-03-13,Media,Activo,2024-03-08 06:23:55,2025-01-05 22:18:04
1429,1201,Empresa,2438,Fondo Renta Variable,86669.32,109889.13,5.0,2020-07-07,2025-07-07,Media,Activo,2020-07-02 06:49:12,2022-12-13 01:27:39
1430,1203,Individual,2443,Depósito a Plazo,14585.01,14708.9,1.2,2024-09-02,2025-09-02,Baja,Activo,2024-08-29 19:30:05,2025-01-18 07:46:13
1431,1204,Individual,2446,Depósito a Plazo,9247.2,9261.71,1.2,2025-04-01,2026-04-01,Baja,Activo,2025-03-25 12:05:33,2025-05-17 16:46:50
1432,1204,Individual,2447,Fondo Renta Fija,38157.15,38875.8,2.5,2024-08-16,2027-08-16,Baja,Activo,2024-08-13 16:10:01,2024-08-21 18:44:04
1433,1205,Individual,2448,Fondo Renta Variable,27614.68,32935.13,5.0,2021-10-08,2026-10-08,Media,Activo,2021-10-02 22:47:07,2025-03-02 03:06:43
1434,1205,Individual,2448,Depósito a Plazo,9881.58,10000.08,1.2,2022-09-22,2023-09-22,Baja,Vencido,2022-09-21 18:13:59,2022-12-05 17:30:26
1435,1207,Individual,2453,Fondo Renta Variable,65011.14,66468.82,5.0,2024-12-04,2029-12-04,Media,Activo,2024-11-27 17:00:03,2025-04-17 15:43:59
1436,1208,Individual,2457,Fondo Renta Variable,21398.79,26097.37,5.0,2021-04-24,2026-04-24,Media,Activo,2021-04-22 06:04:46,2022-04-07 04:37:07
1437,1208,Individual,2456,Depósito a Plazo,3808.48,3854.15,1.2,2021-07-23,2022-07-23,Baja,Vencido,2021-07-16 12:02:45,2023-08-09 23:39:35
1438,1209,Individual,2460,Depósito a Plazo,13104.87,13262.02,1.2,2020-11-21,2021-11-21,Baja,Vencido,2020-11-20 01:38:47,2023-09-11 07:03:50
1439,1209,Individual,2459,Fondo Renta Variable,87381.36,92017.38,5.0,2024-04-27,2029-04-27,Media,Activo,2024-04-25 06:19:33,2025-03-04 18:01:26
1440,1209,Individual,2459,Fondo Renta Variable,81699.47,92234.88,5.0,2022-11-23,2027-11-23,Media,Activo,2022-11-16 00:05:45,2023-10-17 02:35:04
1441,1209,Individual,2458,Fondo Renta Variable,32081.92,40949.67,5.0,2020-02-23,2025-02-23,Media,Vencido,2020-02-16 01:15:59,2021-06-15 16:18:07
1442,1211,Empresa,2464,Depósito a Plazo,14094.61,14263.63,1.2,2022-09-28,2023-09-28,Baja,Vencido,2022-09-24 14:47:28,2022-12-04 20:38:28
1443,1213,Individual,2468,Fondo Renta Variable,13876.72,17197.13,5.0,2020-12-25,2025-12-25,Media,Activo,2020-12-19 22:01:47,2025-01-13 20:06:52
1444,1213,Individual,2468,Fondo Renta Variable,28694.73,30464.36,5.0,2024-02-26,2029-02-26,Media,Activo,2024-02-24 15:36:09,2025-01-18 00:17:59
1445,1213,Individual,2468,Fondo Renta Fija,48339.68,49500.46,2.5,2024-06-02,2027-06-02,Baja,Activo,2024-05-26 08:14:00,2025-04-04 05:14:18
1446,1214,Individual,2469,Depósito a Plazo,1808.54,1830.23,1.2,2021-04-05,2022-04-05,Baja,Vencido,2021-04-01 04:40:03,2023-06-28 03:49:20
1447,1215,Empresa,2472,Fondo Renta Fija,12998.34,13034.42,2.5,2025-04-08,2028-04-08,Baja,Activo,2025-04-01 05:37:39,2025-04-13 00:55:21
1448,1215,Empresa,2472,Depósito a Plazo,18132.56,18350.0,1.2,2020-06-27,2021-06-27,Baja,Vencido,2020-06-23 01:39:25,2022-09-12 03:51:05
1449,1215,Empresa,2472,Fondo Renta Fija,38509.18,41470.88,2.5,2021-06-24,2024-06-24,Baja,Vencido,2021-06-19 22:30:12,2022-01-12 00:34:04
1450,1219,Individual,2482,Fondo Renta Fija,6147.15,6619.47,2.5,2020-06-01,2023-06-01,Baja,Vencido,2020-05-30 15:25:03,2023-05-12 10:21:28
1451,1219,Individual,2482,Fondo Renta Fija,4392.12,4598.43,2.5,2023-07-10,2026-07-10,Baja,Activo,2023-07-09 13:24:50,2025-02-05 04:28:59
1452,1219,Individual,2482,Depósito a Plazo,13483.48,13645.17,1.2,2021-03-17,2022-03-17,Baja,Vencido,2021-03-14 02:11:28,2024-05-07 10:10:22
1453,1219,Individual,2482,Fondo Renta Variable,42408.95,46808.99,5.0,2023-05-11,2028-05-11,Media,Activo,2023-05-08 15:05:42,2025-03-11 23:41:46
1454,1219,Individual,2482,Fondo Renta Fija,27280.37,28594.67,2.5,2023-06-23,2026-06-23,Baja,Activo,2023-06-21 03:18:58,2024-05-30 06:11:45
1455,1220,Individual,2484,Depósito a Plazo,13318.86,13478.58,1.2,2020-06-15,2021-06-15,Baja,Vencido,2020-06-10 11:00:41,2023-04-26 04:01:24
1456,1223,Individual,2488,Fondo Renta Fija,48066.56,51763.3,2.5,2021-10-14,2024-10-14,Baja,Vencido,2021-10-07 08:19:42,2025-05-06 07:41:39
1457,1223,Individual,2489,Fondo Renta Variable,28276.84,28868.41,5.0,2024-12-15,2029-12-15,Media,Activo,2024-12-14 08:58:35,2025-01-10 07:45:37
1458,1223,Individual,2489,Depósito a Plazo,15637.81,15825.33,1.2,2022-02-08,2023-02-08,Baja,Vencido,2022-02-02 10:47:41,2022-02-10 08:11:53
1459,1224,Individual,2490,Depósito a Plazo,2167.34,2193.4,1.2,2023-09-12,2024-09-12,Baja,Vencido,2023-09-10 02:39:04,2024-07-06 22:04:44
1460,1225,Individual,2492,Fondo Renta Variable,7211.02,7915.71,5.0,2023-06-21,2028-06-21,Media,Activo,2023-06-15 19:11:04,2023-07-17 00:55:36
1461,1227,Empresa,2499,Depósito a Plazo,829.67,839.65,1.2,2023-06-09,2024-06-09,Baja,Vencido,2023-06-02 07:59:31,2025-02-25 08:40:19
1462,1229,Individual,2502,Depósito a Plazo,4041.39,4089.85,1.2,2022-04-05,2023-04-05,Baja,Vencido,2022-04-01 06:32:55,2024-01-08 11:25:32
1463,1231,Individual,2505,Depósito a Plazo,597.81,604.98,1.2,2021-08-08,2022-08-08,Baja,Vencido,2021-08-04 23:40:54,2024-05-11 12:22:07
1464,1231,Individual,2505,Fondo Renta Fija,17212.81,17598.76,2.5,2024-06-25,2027-06-25,Baja,Activo,2024-06-20 21:09:26,2024-07-06 15:02:59
1465,1232,Empresa,2506,Depósito a Plazo,19956.49,20195.8,1.2,2021-03-20,2022-03-20,Baja,Vencido,2021-03-14 08:41:52,2021-12-17 11:04:17
1466,1233,Individual,2508,Fondo Renta Variable,32532.91,35351.44,5.0,2023-09-05,2028-09-05,Media,Activo,2023-09-03 11:40:20,2024-06-12 10:55:54
1467,1233,Individual,2508,Fondo Renta Fija,40917.82,42886.24,2.5,2023-06-24,2026-06-24,Baja,Activo,2023-06-23 16:56:19,2025-03-08 01:55:57
1468,1234,Individual,2509,Depósito a Plazo,6904.96,6987.76,1.2,2022-09-19,2023-09-19,Baja,Vencido,2022-09-14 10:41:02,2024-06-03 14:14:52
1469,1235,Individual,2510,Fondo Renta Fija,12016.43,12137.26,2.5,2024-12-22,2027-12-22,Baja,Activo,2024-12-20 06:49:46,2024-12-29 19:08:50
1470,1235,Individual,2510,Fondo Renta Variable,96826.28,116784.63,5.0,2021-07-16,2026-07-16,Media,Activo,2021-07-09 18:09:11,2023-06-22 15:57:03
1471,1240,Individual,2520,Fondo Renta Variable,36727.92,37426.24,5.0,2024-12-29,2029-12-29,Media,Activo,2024-12-22 00:34:41,2025-02-22 03:29:07
1472,1241,Individual,2521,Depósito a Plazo,16456.2,16654.08,1.2,2024-02-26,2025-02-26,Baja,Vencido,2024-02-24 08:52:00,2024-07-30 02:31:46
1473,1241,Individual,2521,Fondo Renta Fija,23719.38,24233.19,2.5,2024-07-06,2027-07-06,Baja,Activo,2024-07-04 15:25:39,2024-11-08 07:52:35
1474,1242,Individual,2525,Fondo Renta Fija,13223.9,14239.97,2.5,2020-04-04,2023-04-04,Baja,Vencido,2020-04-02 23:05:02,2020-12-31 04:42:44
1475,1242,Individual,2525,Fondo Renta Fija,25290.21,27235.25,2.5,2021-07-31,2024-07-31,Baja,Vencido,2021-07-28 06:11:46,2024-10-29 02:34:30
1476,1244,Individual,2529,Fondo Renta Fija,41542.49,42915.57,2.5,2024-01-24,2027-01-24,Baja,Activo,2024-01-21 00:37:09,2024-04-03 04:27:46
1477,1245,Individual,2531,Depósito a Plazo,14236.59,14407.31,1.2,2020-11-09,2021-11-09,Baja,Vencido,2020-11-03 10:23:14,2023-12-17 08:15:08
1478,1245,Individual,2531,Fondo Renta Fija,29285.92,29313.65,2.5,2025-05-05,2028-05-05,Baja,Activo,2025-05-03 15:52:32,2025-05-10 10:52:16
1479,1246,Individual,2533,Fondo Renta Fija,1206.13,1298.89,2.5,2021-08-19,2024-08-19,Baja,Vencido,2021-08-15 11:09:34,2021-09-08 17:56:43
1480,1247,Individual,2536,Depósito a Plazo,17661.06,17872.85,1.2,2020-05-02,2021-05-02,Baja,Vencido,2020-05-01 09:05:09,2020-09-26 02:08:46
1481,1249,Individual,2541,Fondo Renta Variable,47362.69,48671.09,5.0,2024-10-27,2029-10-27,Media,Activo,2024-10-26 05:00:26,2024-12-19 10:24:11
1482,1250,Individual,2544,Depósito a Plazo,10449.57,10563.49,1.2,2024-06-21,2025-06-21,Baja,Activo,2024-06-17 12:07:15,2024-08-22 18:46:28
1483,1250,Individual,2543,Fondo Renta Variable,64604.61,75614.13,5.0,2022-02-26,2027-02-26,Media,Activo,2022-02-20 06:20:10,2023-08-03 18:43:01
1484,1252,Individual,2547,Depósito a Plazo,10952.62,11025.47,1.2,2024-10-28,2025-10-28,Baja,Activo,2024-10-26 15:17:27,2025-04-05 08:27:16
1485,1252,Individual,2547,Depósito a Plazo,14509.05,14683.04,1.2,2020-05-27,2021-05-27,Baja,Vencido,2020-05-20 12:28:43,2024-08-09 23:46:21
1486,1252,Individual,2547,Fondo Renta Variable,80445.3,81461.78,5.0,2025-02-14,2030-02-14,Media,Activo,2025-02-09 12:32:47,2025-02-21 08:11:27
1487,1252,Individual,2548,Fondo Renta Variable,61206.83,70970.59,5.0,2022-05-07,2027-05-07,Media,Activo,2022-05-01 21:41:21,2023-08-01 19:35:45
1488,1253,Individual,2550,Fondo Renta Fija,40487.6,43050.8,2.5,2022-11-23,2025-11-23,Baja,Activo,2022-11-16 16:40:38,2024-06-26 10:42:41
1489,1254,Empresa,2551,Fondo Renta Variable,60502.09,73373.86,5.0,2021-06-05,2026-06-05,Media,Activo,2021-06-02 10:00:35,2024-05-12 11:45:25
1490,1256,Individual,2554,Fondo Renta Fija,18145.91,19540.17,2.5,2020-10-25,2023-10-25,Baja,Vencido,2020-10-24 10:51:39,2021-04-24 00:42:37
1491,1258,Individual,2556,Fondo Renta Variable,72364.12,78643.98,5.0,2023-09-04,2028-09-04,Media,Activo,2023-08-29 00:30:30,2023-09-25 08:08:53
1492,1259,Individual,2557,Depósito a Plazo,1662.36,1682.29,1.2,2022-10-28,2023-10-28,Baja,Vencido,2022-10-21 19:46:09,2023-02-10 16:18:42
1493,1259,Individual,2557,Fondo Renta Fija,15951.98,16660.7,2.5,2023-08-15,2026-08-15,Baja,Activo,2023-08-14 11:26:26,2024-05-29 01:27:17
1494,1260,Individual,2558,Depósito a Plazo,3772.1,3817.33,1.2,2020-08-14,2021-08-14,Baja,Vencido,2020-08-11 23:32:07,2022-01-18 11:06:27
1495,1260,Individual,2558,Fondo Renta Variable,49176.88,49958.17,5.0,2025-01-21,2030-01-21,Media,Activo,2025-01-17 04:23:30,2025-05-09 11:54:54
